"","naics","year","emp","pay","prode","prodh","prodw","vship.x","matcost","vadd","invest","invent","energy","cap","equip","plant","piship","pimat","piinv","pien","dtfp5","tfp5","dtfp4","tfp4","m","m5","mCHN","lwc5","chn","x","vship.y","pen5","penCHN","pen5_lag","pen5_lag2","pen5_lag3","pen5_lag4","pen5_lag5","x_lag","x_lag2","vship_lag","vship_lag2","vship_pc","vship_pc_lag","dm","dm_lag","dm_pc","dm_pc_lag","m_lag","m_pc","m_pc_lag","x_pc","x_pc_lag","x_pc_lag2","x_pc_lag3","m5_lag","m5_lag2","m0","m0_lag","prod","prod_lag","prod_lag2","prod_lag3","prod_pc","prod_pc_lag","cap_lag","cap_lag2","cap_lag3","invest_lag","invest_lag2","invest_lag3","invest_pc","invest_pc_lag","emp_lag","plant_lag","equip_lag","equip_pc","equip_pc_lag","emp_pc","emp_pc_lag","emp_pc_lag2","emp_pc_lag3","cap_pc","cap_pc_lag","cap_pc_lag2","cap_pc_lag3"
"209",311320,2007,7.7,370.2,5.8,11.5,255.2,4383.5,2438,1934.1,80.3,680.7,52.2,1.7415,1260.2,481.3,1.23300004,1.256000042,1.080000043,1.271999955,-0.028000001,0.963,-0.028000001,0.963,2006.24060285161,132.290339592146,41.195749447681,0.0659394189715385,0.0205338038504124,722.400817871094,NA,0.0233425812835043,NA,0.0276725686982857,0.0270488646269446,0.0206887860538315,0.019658316182856,0.014366196905041,627.65380859375,598.641357421875,4342.7,4221.4,0.00939507679554199,0.0287345430425925,5667.33978498052,5663.8852723062,0.000609919252991593,5663.8852723062,1948.83908089995,0.0294542132874056,0.0351278737249431,0.150954248950744,0.0484638269845251,0.0581210657483182,0.0601684417168259,156.734254297102,148.916505693225,1873.95026325947,1792.10482660285,251.181818181818,257.641025641026,243.164556962025,207.195402298851,-0.0250705703532136,0.059533629653359,1.7609,1.7937,1.8178,85.7,73.9,84.1,-0.0630105017502918,0.159675236806495,7.8,487.6,1273.3,-0.0102882274405088,-0.0227935533384498,-0.0128205128205128,-0.0126582278481013,-0.0919540229885056,-0.0333333333333334,-0.0110170935317168,-0.018286224006244,-0.0132577841346682,0.077597960756417
"228",311340,2007,18.3,728,14.1,27.8,486,5590.7,2258,3333.3,157.4,491,71.7,2.7907,2066.6,724.1,1.256000042,1.248999953,1.09800005,1.322000027,-0.135000005,0.777999997,-0.135000005,0.777999997,1455.95865060738,130.072283297079,124.642715289257,0.0893378928303719,0.0856086909770966,46.907829284668,NA,0.0185824162341395,NA,0.0139310626239926,0.0113400446145188,0.0103974619024085,0.00884868200502751,0.00728502313980204,53.5844993591309,58.1422462463379,6232.2,6785.9,-0.102933153621514,-0.0815956615924196,6999.75082132271,7619.38989419052,-0.0813239749471619,7619.38989419052,1440.77439354965,0.0105389553879554,0.0550174310158465,-0.124600773625128,-0.0783895907271402,0.109015551249811,-0.201797185096509,106.146197772585,91.7794957924634,1325.8863673103,1334.62819577707,182.147540983607,220.440677966102,218.085858585859,182.892307692308,-0.173711754726066,0.0107976711351784,2.6134,2.6166,2.5021,339.3,154.2,265.1,-0.536103743000295,1.20038910505837,17.7,722.7,1890.7,0.0930343259110382,-0.0015842002429107,0.0338983050847458,-0.106060606060606,0.0153846153846154,-0.0930232558139535,0.0678426570750745,-0.00122296109455021,0.045761560289357,0.0105411954765751
"247",311411,2007,33.9,1079.3,29.8,61.7,848.1,10618.8,5160.4,5456.2,245.3,1819.2,341.5,5.4823,3724.7,1757.6,1.187999964,1.322000027,1.105000019,1.363999963,0.022,1.02699995,0.023,1.027999997,2225.85300941067,115.663229045458,99.4288330664858,0.0519635528326035,0.0446699894964695,1125.82043457031,NA,0.00986985933170342,NA,0.00827757804825329,0.00601921160391512,0.00551107827547902,0.00482075287934472,0.00510210983814341,938.344848632812,759.243835449219,10375.3,10061.9,0.0234692008905767,0.0311471988391854,11718.8325748404,11195.9635824768,0.046701562443623,11195.9635824768,1759.0084311096,0.265402126587067,0.121771733253236,0.199793909681132,0.235893931331857,0.0853171054397203,0.0758906013464048,92.6754623793531,65.4331572304945,2110.18978036521,1666.33296873025,160.949852507375,162.365269461078,146.512968299712,137.962536023055,-0.00871748594019682,0.108197256156452,5.4888,5.4771,5.4754,310.6,317.6,307.5,-0.210238248551191,-0.0220403022670025,33.4,1749,3739.8,-0.00403764907214299,0.000294219916013685,0.0149700598802395,-0.0374639769452451,0,-0.0544959128065395,-0.00118422970412475,0.00213616694966319,0.000310479599664039,-0.0127832969727568
"266",311421,2007,57.2,2053.6,47.2,95,1452.6,21358.7,11838.8,9641.3,565,4494.6,462.3,10.4907,6996.8,3493.9,1.184000015,1.261999965,1.085000038,1.485000014,0.001,1.024999976,0.001,1.026000023,3634.30990816467,1127.85386238247,876.275711272843,0.310335069894791,0.241111993789673,524.854797363281,NA,0.0460947651048928,NA,0.037864366692186,0.0347135330318356,0.0305916505575867,0.0263647140891328,0.0190159799127949,499.424041748047,458.186981201172,18863.4,18548.2,0.132282621372605,0.0169935627176761,24468.1551108014,21621.1230673365,0.131678268265628,21621.1230673365,3257.14710908453,0.115795445047044,0.112296528020233,0.0509201670112307,0.0900005068646187,0.059223923794484,-0.128886121693462,818.67013211851,729.620189938927,2506.45604578219,2438.47697696602,168.554195804196,169.055118110236,156,166.940298507463,-0.00296307093000157,0.0836866545527962,10.3147,10.2252,9.9811,755.1,650.9,754.6,-0.251754734472255,0.160086034721155,50.8,3493.1,6821.6,0.0256831241937375,0.0114315368077693,0.125984251968504,-0.0609981515711646,0.00932835820895522,-0.0428571428571428,0.0170630265543351,0.00875288502914361,0.0244562222600717,0.0112460866657885
"285",311422,2007,14.1,595.2,12,24.1,452.7,9213.1,4228.5,5049.5,233.9,978.7,147.9,3.6146,2254.5,1360.1,1.187000036,1.261999965,1.085000038,1.513000011,0.018999999,0.865999997,0.017000001,0.86500001,121.663463390199,1.25321699562483,0.729727989062667,0.0103006847202778,0.0059979222714901,130.284103393555,NA,0.000136152947560663,NA,0.000186656819989687,0.000171086972603373,0.000179259605745712,0.000171825644398263,0.000154495856021372,126.443618774414,106.306625366211,8041.5,7813.6,0.14569421127899,0.0291670932732671,9204.47935999665,8026.00212824042,0.146832409576571,8026.00212824042,110.945747014834,0.0966032197154243,0.0933634461365547,0.0303730995392687,0.189423691504025,0.0731781443793483,-0.0577917112630681,1.49810803448781,1.33597802324221,120.410246394575,109.447638980346,358.120567375887,366.532258064516,344.541984732824,374.891472868217,-0.0229493871372952,0.0638246550670567,3.5625,3.5503,3.509,243.5,198.2,214.6,-0.0394250513347022,0.228557013118063,12.4,1363.9,2198.6,0.0254252706267625,0.00636242962420474,0.137096774193548,-0.0534351145038167,0.0155038759689922,-0.0373134328358209,0.0146245614035087,0.00343632932428245,0.0117697349672272,-0.00292671838149644
"304",311423,2007,14.8,505.5,12.5,24.1,360,5504,3055.4,2602.9,117,1116.5,161.7,2.378,1613.6,764.4,1.241000056,1.261999965,1.093000054,1.534999967,-0.027000001,1.077999949,-0.026000001,1.077000022,380.844843061641,163.340546958381,137.734780264553,0.428890019655228,0.36165589094162,238.694595336914,NA,0.0289295431031443,NA,0.026021103486285,0.0207495015642771,0.0198691572966229,0.0132859524356658,0.00960113809381439,197.881164550781,162.889739990234,4934.5,4924.2,0.115411895835444,0.00209171032858133,5646.15024772473,5061.76041302318,0.115451895589131,5061.76041302318,325.141577573959,0.171320032040539,0.126522263991577,0.206252226576416,0.2148166272636,0.0163454740334088,0.0712472260006668,131.712591530057,104.783622799674,217.50429610326,193.428986043902,175.871621621622,181.113636363636,171.737588652482,188.935714285714,-0.0289432361210502,0.0545951983180973,2.3173,2.2794,2.2015,192.9,164.6,189,-0.393468118195956,0.171931956257594,13.2,761.7,1555.6,0.0372846490100283,0.0213380605344363,0.121212121212121,-0.0638297872340426,0.00714285714285712,-0.0410958904109589,0.0261942778233288,0.0166271825919104,0.0353849647967295,0.0201575532900834
"323",311511,2007,54.1,2430.9,36.8,77.9,1604.9,32976.5,22714.5,10265.2,744.8,1070.9,486.1,9.5691,5550.8,4018.3,1.325000048,1.241999984,1.116000056,1.273000002,-0.107000001,0.995999992,-0.107000001,0.996999979,56.0451255873777,0.428301007254049,0.0328919999301434,0.0076420740224421,0.000586884212680161,15.5102615356445,NA,1.29721220884185e-05,NA,1.17584227434051e-05,1.36485316094161e-05,8.49849336754652e-06,4.7440091771242e-06,5.8896068014536e-06,10.4458131790161,8.22671413421631,28950.5,29273.9,0.139064955700247,-0.0110473835054435,33017.0348640517,28975.9094701679,0.139465006199178,28975.9094701679,35.8552833469585,0.563092530745038,-0.0740720974951603,0.484830455019246,0.269743060059689,0.345309071820355,0.434228749804845,0.340710992924869,0.399961987510324,55.6168245801236,35.5145723540336,189.744916820702,179.798130841121,176.849823321555,167.784588441331,0.0553219654345038,0.0166712494487823,9.4955,9.3867,9.3154,566.6,586.7,522.1,0.314507589128133,-0.0342594170785751,53.5,4017.6,5477.9,0.0133080194965225,0.0161383071472296,0.0112149532710281,-0.0547703180212014,-0.00875656742556918,-0.00522648083623688,0.00775103996629991,0.0115908679301564,0.00765399231380304,0.0117846397810339
"342",311512,2007,1.6,68.7,1.3,2.8,50.3,2176.3,1854.8,353.3,21.7,135.1,15,0.6025,288.9,313.6,1.110000014,1.197999954,1.097000003,1.322000027,-0.079999998,1.090999961,-0.081,1.090999961,91.8522205145564,1.12328299297951,0.00237399991601706,0.0122292414307594,2.5845862182905e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912.8,1936.4,0.13775616896696,-0.0121875645527784,NA,NA,NA,NA,84.7907390822656,0.083281281761674,-0.400107667576352,NA,NA,NA,NA,0.578971985261887,1.06278200866655,90.7289375215769,84.2117670970038,220.8125,206.25,190.111111111111,181.388888888889,0.0706060606060606,0.0848918760958505,0.5813,0.5555,0.5311,47.5,51.2,45.9,-0.543157894736842,-0.0722656250000001,1.6,312.6,268.7,0.0751767770748046,0.0927206181374542,0,-0.111111111111111,0,-0.0526315789473684,0.0364699810768968,0.0464446444644463,0.0459423837318772,0.0588118022328548
"361",311513,2007,41.4,1642.8,34.1,71,1242,33112.2,27125.5,6340.5,560.3,2546.4,450,5.9852,4374.2,1611,1.24000001,1.205000043,1.103999972,1.422000051,-0.104999997,0.90200001,-0.104999997,0.90200001,1117.09358250326,1.48319798591547,0.0837340001016855,0.00132772943470627,7.49570172047243e-05,77.0930709838867,NA,4.34290606081207e-05,NA,6.14500335937717e-05,0.000134359255753538,7.72764191388854e-05,6.76755347595205e-05,3.46488173691031e-05,41.1529121398926,23.2154197692871,25646.6,27116.3,0.291095115921799,-0.0541998724014707,34152.2005115194,26632.3693184966,0.282356823123513,26632.3693184966,1026.92223063647,0.0878073812959624,0.00975673390777504,0.873332091829163,0.77265423364586,0.153138064690207,-0.254397395977554,1.63655998930335,3.77684999443591,1115.61038451735,1025.28567064716,153.152173913043,146.025641025641,154.678191489362,157.83378746594,0.0488032980875674,-0.0559390459663848,5.6845,5.5143,5.4279,653.9,506,386.7,-0.143141153081511,0.292292490118577,35.1,1557.8,4126.7,0.0599752829137083,0.0260318249627051,0.179487179487179,-0.0664893617021277,0.0245231607629427,-0.00542005420054189,0.0528982320344797,0.0308652050124221,0.0159177582490468,0.0708240446645229
"380",311514,2007,14.8,745.3,10.9,23.8,523.8,13199.9,8293.1,5077.1,178.7,1003.8,298.6,3.4006,2276.3,1124.3,1.330000043,1.25,1.111999989,1.485000014,-0.105999999,0.813000023,-0.105999999,0.81400001,940.636562070111,106.869512930978,17.3206607494503,0.113614030182362,0.0184137653559446,1936.53759765625,NA,0.00875692576200664,NA,0.00639103919886149,0.00787365002324196,0.00480943464996167,0.0027156287685251,0.00370221411475852,1249.69702148438,1090.99731445312,9931.7,9585.9,0.329067531238358,0.0360738167516875,12203.9989644139,9505.90024219179,0.283834108656706,9505.90024219179,823.897263676161,0.141691571923748,-0.108040093838776,0.549605675906992,0.145462967624994,0.06745123228454,0.614360707297641,60.7525810683146,74.1587273925543,833.767049139133,763.144682607846,343.047297297297,343.310606060606,339.428571428571,345.568181818182,-0.000766969498350681,0.0114369707172737,3.4667,3.499,3.4287,121.6,161.5,244,0.469572368421053,-0.247058823529412,13.2,1138.2,2328.5,-0.0224178655786987,-0.0161821869190469,0.121212121212121,0.0476190476190476,-0.0454545454545454,-0.0704225352112676,-0.0190671243545735,-0.00923120891683344,0.0205033977892497,0.0358610271903322
"399",311520,2007,18.5,748.9,14.7,28.2,541.4,8853.1,4029.8,4838.8,196.7,531.9,119.5,3.1865,2032.6,1153.9,1.309999943,1.25,1.097000003,1.146999955,0.021,1.11500001,0.021,1.11500001,38.7742012087256,0.613269998226315,0.00524199986830354,0.0158164445310831,0.000135192982270382,58.1226387023926,NA,6.94235052782395e-05,NA,5.61876110302753e-05,0.000140135590666784,0.000129870757826791,0.000112470531291201,9.72233365137512e-05,60.6348571777344,57.6381187438965,8810,9013.4,0.00489216799091945,-0.0225664011360862,8833.75156250633,8791.38644150365,0.00481893513435816,8791.38644150365,42.0212986813858,-0.0772726587362377,-0.077446048813667,-0.0414319187390501,0.0519923012607907,0.149508859278753,-0.112525249988218,0.493967001792043,1.26140400022268,38.1609312104993,41.5273316795938,261.556756756757,247.901639344262,256.822916666667,242.508379888268,0.0550828040049041,-0.0347370765747646,3.2087,3.0497,2.9496,145.1,348.5,248.7,0.355616815988973,-0.58364418938307,18.3,1169.3,2039.4,-0.00333431401392575,0.0414134708675893,0.0109289617486338,-0.0468749999999999,0.0726256983240224,-0.072538860103627,-0.00691868981207336,0.0521362756992492,0.0339368049905071,0.0151781104801238
"418",311611,2007,142.3,4514.8,124.2,275.5,3676.5,67780.2,57849.1,10072.9,564.8,1659.3,599.7,11.6478,6773.1,4874.7,1.233999968,1.223999977,1.131000042,1.40199995,-0.054000001,0.959999979,-0.054000001,0.959999979,5518.56461658768,160.986881304969,160.215351322491,0.0291718766093254,0.0290320701897144,6839.7333984375,NA,0.00242234769833664,NA,0.00195823543126574,0.0016087453534997,0.00149544243268253,0.00162036243542819,0.00136638132630247,5838.560546875,4860.1484375,64917.5,65453.3,0.0440975083760157,-0.00818598909451476,66459.0312181502,64493.1235574165,0.0304824383173734,64493.1235574165,5414.18410429149,0.0192790843985998,-0.0905519071370491,0.171475973148615,0.201313215420697,0.174690533290957,-0.340890581374202,126.292719623132,107.056235967088,5357.57773528271,5287.89138466836,70.7863668306395,73.7994486560993,74.6555252387449,71.8284547311096,-0.0408279720286333,-0.0114670224328063,11.2018,10.7993,10.4264,1021.6,968.6,873.4,-0.447141738449491,0.0547181499070824,145.1,4864.4,6337.4,0.0687505917253133,0.0517284298919627,-0.0192970365265333,-0.0102319236016371,-0.00204220558202867,-0.0354563361785949,0.0398150297273654,0.0372709342272184,0.0357649812015652,0.034519025648658
